TEST;FAULT_TYPE;COMPONENT;CLASS;FUNCTION;FAULT_POINT;ROUND_1;ASSERTION_R1;API_R1;ROUND_2;ASSERTION_R2;API_R2
Test_225;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/__init__.py;SchedulerClient;delete_instance_info+75;self.queryclient.delete_instance_info(context, host_name, instance_uuid);NO_FAILURE;;;NO_FAILURE;;
Test_226;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/__init__.py;SchedulerClient;update_instance_info+71;self.queryclient.update_instance_info(context, host_name, instance_info);NO_FAILURE;;;NO_FAILURE;;
Test_227;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance+2434;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.START);NO_FAILURE;;;NO_FAILURE;;
Test_228;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/__init__.py;SchedulerClient;sync_instance_info+79;self.queryclient.sync_instance_info(context, host_name, instance_uuids);NO_FAILURE;;;NO_FAILURE;;
Test_229;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/query.py;SchedulerQueryClient;sync_instance_info+85;self.scheduler_rpcapi.sync_instance_info(context, host_name, instance_uuids);NO_FAILURE;;;NO_FAILURE;;
Test_230;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/query.py;SchedulerQueryClient;delete_instance_info+71;self.scheduler_rpcapi.delete_instance_info(context, host_name, instance_uuid);NO_FAILURE;;;NO_FAILURE;;
Test_231;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/query.py;SchedulerQueryClient;update_instance_info+60;self.scheduler_rpcapi.update_instance_info(context, host_name, instance_info);NO_FAILURE;;;NO_FAILURE;;
Test_232;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/notifications/base.py;None;send_update_with_states+179;send_instance_update_notification(context, instance, old_vm_state=old_vm_state, old_task_state=old_task_state, new_vm_state=new_vm_state, new_task_state=new_task_state, service=service, host=host);NO_FAILURE;;;NO_FAILURE;;
Test_233;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;spawn+2899;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, post_xml_callback=gen_confdrive, destroy_disks_on_failure=True);NO_FAILURE;;;NO_FAILURE;;
Test_234;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/notifications/base.py;None;send_update+137;send_instance_update_notification(context, new_instance, service=service, host=host, old_display_name=old_display_name);NO_FAILURE;;;NO_FAILURE;;
Test_235;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/notifications/base.py;None;send_instance_update_notification+251;_send_versioned_instance_update(context, instance, payload, host, service);NO_FAILURE;;;NO_FAILURE;;
Test_236;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+2129;self._notify_about_instance_usage(context, instance, 'create.end', extra_usage_info={'message': _('Success')}, network_info=network_info);NO_FAILURE;;;NO_FAILURE;;
Test_237;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/network/base_api.py;None;wrapper+84;update_instance_cache_with_nw_info(self, context, instance, nw_info=res);NO_FAILURE;;;NO_FAILURE;;
Test_238;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/network/neutronv2/api.py;API;deallocate_for_instance+1207;objects.VirtualInterface.delete_by_instance_uuid(context, instance.uuid);NO_FAILURE;;;NO_FAILURE;;
Test_239;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/network/neutronv2/api.py;API;deallocate_for_instance+1214;base_api.update_instance_cache_with_nw_info(self, context, instance, network_model.NetworkInfo([]));NO_FAILURE;;;NO_FAILURE;;
Test_240;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;_get_servers+326;req.cache_db_instances(instance_list);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_241;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;create+637;req.cache_db_instances(instances);FAILURE;; openstack server create ;NO_FAILURE;;
Test_242;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;get_instances_host_statuses+4345;return host_statuses;FAILURE;; nova list ;NO_FAILURE;;
Test_243;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;_get_server+347;req.cache_db_instance(instance);FAILURE;; openstack server create ;NO_FAILURE;;
Test_244;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;cleanup+945;self.unfilter_instance(instance, network_info);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_245;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/objects/instance.py;Instance;_handle_cell_update_from_api+749;db.instance_extra_update_by_uuid(context, self.uuid, self._extra_values_to_save);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_246;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_update+2811;_instance_metadata_update_in_place(context, instance_ref, 'system_metadata', models.InstanceSystemMetadata, system_metadata);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_247;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/objects/request_spec.py;RequestSpec;from_components+419;spec_obj._from_instance_numa_topology(numa_topology);FAILURE;; openstack server create ;NO_FAILURE;;
Test_248;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/objects/build_request.py;BuildRequest;_from_db_object+162;req._load_instance(db_req['instance']);FAILURE;; openstack server create ;NO_FAILURE;;
Test_249;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_get_sec_group_models+1830;ec2_instance_create(context, instance_ref['uuid']);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_250;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/api.py;ComputeTaskAPI;schedule_and_build_instances+130;self.conductor_compute_rpcapi.schedule_and_build_instances(context, build_requests, request_spec, image, admin_password, injected_files, requested_networks, block_device_mapping, tags);FAILURE;; openstack server create ;NO_FAILURE;;
Test_251;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances+1109;objects.BuildRequest.get_by_instance_uuid(context, instance.uuid);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_252;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances+1136;compute_utils.check_num_instances_quota(context, instance.flavor, 0, 0, orig_num_req=len(build_requests));FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_253;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/objects/request_spec.py;RequestSpec;from_components+418;spec_obj._from_instance_pci_requests(pci_requests);FAILURE;; openstack server create ;NO_FAILURE;;
Test_254;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/event.py;InstanceEvent;get_instance_uuid+82;return self.uuid;NO_FAILURE;;;NO_FAILURE;;
Test_255;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/driver.py;ComputeDriver;dhcp_options_for_instance+1327;return None;NO_FAILURE;;;NO_FAILURE;;
Test_256;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/driver.py;ComputeDriver;macs_for_instance+1301;return None;NO_FAILURE;;;NO_FAILURE;;
Test_257;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/driver.py;ComputeDriver;get_num_instances+181;return len(self.list_instances());NO_FAILURE;;;NO_FAILURE;;
Test_258;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/driver.py;ComputeDriver;get_per_instance_usage+1421;return {};NO_FAILURE;;;NO_FAILURE;;
Test_259;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/hardware.py;InstanceInfo;numa_usage_from_instances+1648;return objects.NUMATopology(cells=cells);NO_FAILURE;;;NO_FAILURE;;
Test_260;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/hardware.py;InstanceInfo;instance_topology_from_instance+1720;return instance_numa_topology;NO_FAILURE;;;NO_FAILURE;;
Test_261;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/host.py;Host;list_instance_domains+603;return doms;NO_FAILURE;;;NO_FAILURE;;
Test_262;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/utils.py;None;get_instance_path+470;return os.path.join(CONF.instances_path, instance.uuid);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_263;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_device_names_for_instance+1497;self.driver.default_device_names_for_instance(instance, root_device_name, *block_device_lists);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_264;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+1977;compute_utils.notify_about_instance_create(context, instance, self.host, phase=fields.NotificationPhase.START);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_265;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion+760;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.END);NO_FAILURE;;;NO_FAILURE;;
Test_266;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_notify_about_instance_usage+1663;compute_utils.notify_about_instance_usage(self.notifier, context, instance, event_suffix, network_info=network_info, system_metadata=system_metadata, extra_usage_info=extra_usage_info, fault=fault);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_267;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_do_build_and_run_instance+1852;self._build_and_run_instance(context, instance, image, decoded_files, admin_password, requested_networks, security_groups, block_device_mapping, node, limits, filter_properties);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_268;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion+763;self._delete_scheduler_instance_info(context, instance.uuid);NO_FAILURE;;;NO_FAILURE;;
Test_269;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+1975;self._notify_about_instance_usage(context, instance, 'create.start', extra_usage_info={'image_name': image_name});FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_270;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_block_device_names+1555;self._default_device_names_for_instance(instance, root_device_name, ephemerals, swap, block_device_mapping);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_271;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;handle_lifecycle_event+1092;self._sync_instance_power_state(context, instance, vm_power_state);NO_FAILURE;;;NO_FAILURE;;
Test_272;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_update_scheduler_instance_info+1638;self.scheduler_client.update_instance_info(context, self.host, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_273;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_heal_instance_info_cache+6121;self.network_api.get_instance_nw_info(context, instance);NO_FAILURE;;;NO_FAILURE;;
Test_274;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+2115;self._update_instance_after_spawn(context, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_275;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance+2434;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.START);NO_FAILURE;;;NO_FAILURE;;
Test_276;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/virt/libvirt/host.py;Host;_queue_event+242;self._event_notify_send.write(c);NO_FAILURE;;;NO_FAILURE;;
Test_277;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_create_instance+1181;return (instances, reservation_id);FAILURE;; openstack server create ;NO_FAILURE;;
Test_278;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/virt/libvirt/imagebackend.py;Image;write_to_disk_info_file+354;tmp_file.write(('%s\n' % jsonutils.dumps(dct)));NO_FAILURE;;;NO_FAILURE;;
Test_279;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/virt/libvirt/driver.py;LibvirtDriver;_supports_direct_io+3082;m.write(('x' * align_size));NO_FAILURE;;;NO_FAILURE;;
Test_280;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/virt/libvirt/driver.py;LibvirtDriver;_supports_direct_io+3083;os.write(fd, m);NO_FAILURE;;;NO_FAILURE;;
Test_281;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/image/glance.py;GlanceImageServiceV2;download+359;data.write(chunk);FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_282;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/network/neutronv2/api.py;API;_refresh_neutron_extensions_cache+1028;self.extensions.clear();NO_FAILURE;;;NO_FAILURE;;
Test_283;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/stats.py;Stats;clear+33;self.states.clear();NO_FAILURE;;;NO_FAILURE;;
Test_284;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/stats.py;Stats;clear+31;super(Stats, self).clear();NO_FAILURE;;;NO_FAILURE;;
Test_285;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/resource_tracker.py;ResourceTracker;_copy_resources+631;self.stats.clear();NO_FAILURE;;;NO_FAILURE;;
Test_286;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instances+1109;self.tracked_instances.clear();NO_FAILURE;;;NO_FAILURE;;
Test_287;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_migrations+1016;self.tracked_migrations.clear();NO_FAILURE;;;NO_FAILURE;;
Test_288;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;_hard_reboot+2615;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, vifs_already_plugged=True);NO_FAILURE;;;NO_FAILURE;;
Test_289;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/block_device.py;BlockDeviceDict;create_image_bdm+270;return BlockDeviceDict({'source_type': 'image', 'image_id': image_ref, 'delete_on_termination': True, 'boot_index': boot_index, 'device_type': 'disk', 'destination_type': 'local'});FAILURE;; openstack server create ;NO_FAILURE;;
Test_290;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/utils.py;ExceptionHelper;get_auto_disk_config_from_image_props+1070;return image_properties.get('auto_disk_config');NO_FAILURE;;;NO_FAILURE;;
Test_291;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/utils.py;ExceptionHelper;get_image_from_system_metadata+1127;return image_meta;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_292;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/utils.py;ExceptionHelper;get_system_metadata_from_image+1098;return system_meta;NO_FAILURE;;;NO_FAILURE;;
Test_293;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/notifications/base.py;None;image_meta+382;return image_meta;NO_FAILURE;;;NO_FAILURE;;
Test_294;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/api/ec2/ec2utils.py;None;image_type+69;return 'aki';NO_FAILURE;;;NO_FAILURE;;
Test_295;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/api/ec2/ec2utils.py;None;image_type+71;return 'ari';NO_FAILURE;;;NO_FAILURE;;
Test_296;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/api/openstack/compute/servers.py;ServersController;_image_from_req_data+855;return image_href;FAILURE;; openstack server create ;NO_FAILURE;;
Test_297;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/api/openstack/compute/views/servers.py;ViewBuilder;_get_image+263;return {'id': image_id, 'links': [{'rel': 'bookmark', 'href': bookmark}]};NO_FAILURE;;;NO_FAILURE;;
Test_298;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/virt/hardware.py;InstanceInfo;_get_flavor_image_meta+1053;return (flavor_policy, image_policy);FAILURE;; openstack server create ;NO_FAILURE;;
Test_299;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/virt/disk/api.py;None;can_resize_image+229;return False;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_300;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/virt/disk/api.py;None;can_resize_image+230;return True;NO_FAILURE;;;NO_FAILURE;;
Test_301;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/objects/instance.py;Instance;image_meta+237;return objects.ImageMeta.from_instance(self);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_302;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/api.py;API;_get_session_and_image_id+43;return glance.get_remote_image_service(context, id_or_uri);FAILURE;; openstack server create ;NO_FAILURE;;
Test_303;DISKIO_WRONG_PARAMETERS-WRITE;/nova/virt/libvirt/host.py;Host;_queue_event+242;self._event_notify_send.write(c);NO_FAILURE;;;NO_FAILURE;;
Test_304;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/glance.py;None;generate_image_url+79;return ('%s/images/%s' % (generate_glance_url(), image_ref));NO_FAILURE;;;NO_FAILURE;;
Test_305;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/glance.py;GlanceImageServiceV2;get_remote_image_service+878;return (image_service, image_href);FAILURE;; openstack server create ;NO_FAILURE;;
Test_306;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/glance.py;GlanceImageServiceV2;get_default_image_service+892;return GlanceImageServiceV2();FAILURE;; openstack server create ;NO_FAILURE;;
Test_307;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/glance.py;GlanceImageServiceV2;_is_image_available+616;return True;NO_FAILURE;;;NO_FAILURE;;
Test_308;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/db/api.py;None;s3_image_create+1829;return IMPL.s3_image_create(context, image_uuid);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_309;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/db/api.py;None;s3_image_get_by_uuid+1824;return IMPL.s3_image_get_by_uuid(context, image_uuid);FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_310;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;s3_image_get_by_uuid+5685;return result;FAILURE;FAILURE_SSH;;NO_FAILURE;;
Test_311;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;s3_image_create+5698;return s3_image_ref;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_312;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/compute/api.py;API;_get_image+743;return (image['id'], image);FAILURE;; openstack server create ;NO_FAILURE;;
Test_313;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/compute/api.py;API;_get_image_defined_bdms+645;return image_defined_bdms;FAILURE;; openstack server create ;NO_FAILURE;;
Test_314;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/compute/api.py;API;not_image_and_root_bdm+735;return block_device_obj.block_device_make_list_from_dicts(context, block_device_mapping);FAILURE;; openstack server create ;NO_FAILURE;;
Test_315;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/compute/api.py;API;_inherit_properties_from_image+496;return {'os_type': image_properties.get('os_type'), 'architecture': image_properties.get('architecture'), 'vm_mode': image_properties.get('vm_mode'), 'auto_disk_config': auto_disk_config};FAILURE;; openstack server create ;NO_FAILURE;;
Test_316;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/objects/request_spec.py;RequestSpec;_to_legacy_image+298;return (base.obj_to_primitive(self.image) if (self.obj_attr_is_set('image') and self.image) else {});NO_FAILURE;;;NO_FAILURE;;
Test_317;DISKIO_THROW_EXCEPTION-WRITE;/nova/virt/libvirt/host.py;Host;_queue_event+242;self._event_notify_send.write(c);NO_FAILURE;;;NO_FAILURE;;
Test_318;DISKIO_MISSING_PARAMETERS-WRITE;/nova/virt/libvirt/host.py;Host;_queue_event+242;self._event_notify_send.write(c);NO_FAILURE;;;NO_FAILURE;;
Test_319;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/virt/images.py;None;fetch_to_raw+166;convert_image(path_tmp, staged, fmt, 'raw');FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_320;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/virt/libvirt/imagebackend.py;Image;fetch_func_sync+247;self.resize_image(size);NO_FAILURE;;;NO_FAILURE;;
Test_321;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/virt/libvirt/driver.py;LibvirtDriver;_create_images_and_backing+7225;self._try_fetch_image_cache(disk, libvirt_utils.fetch_image, context, cache_name, instance.image_ref, instance, info['virt_disk_size'], fallback_from_host);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_322;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/virt/libvirt/driver.py;LibvirtDriver;_hard_reboot+2605;self._create_images_and_backing(context, instance, instance_dir, backing_disk_info);NO_FAILURE;;;NO_FAILURE;;
Test_323;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/objects/request_spec.py;RequestSpec;from_components+416;spec_obj._image_meta_from_image(image);FAILURE;; openstack server create ;NO_FAILURE;;
Test_324;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/compute/api.py;API;_checks_for_create_and_rebuild+750;self._check_requested_image(context, image_id, image, instance_type, root_bdm);NO_FAILURE;;;NO_FAILURE;;
Test_325;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/network/neutronv2/api.py;API;_get_available_networks+363;_ensure_requested_network_ordering((lambda x: x['id']), nets, net_ids);FAILURE;; openstack server create ;NO_FAILURE;;
Test_326;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/api/openstack/compute/servers.py;ServersController;_get_requested_networks+422;self._validate_network_id(request.network_id, network_uuids);FAILURE;; openstack server create ;NO_FAILURE;;
Test_327;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;_hard_reboot+2615;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, vifs_already_plugged=True);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_328;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/compute/manager.py;ComputeManager;_try_deallocate_network+2250;self._deallocate_network(context, instance, requested_networks);NO_FAILURE;;;NO_FAILURE;;
Test_329;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/compute/manager.py;ComputeManager;_shutdown_instance+2333;self._try_deallocate_network(context, instance, requested_networks);NO_FAILURE;;;NO_FAILURE;;
Test_330;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/block_device.py;BlockDeviceDict;_validate+121;validate_and_default_volume_size(bdm_dict);FAILURE;; openstack server create ;NO_FAILURE;;
Test_331;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/block_device.py;DriverVolumeBlockDevice;attach+390;virt_driver.attach_volume(context, connection_info, instance, self['mount_device'], disk_bus=self['disk_bus'], device_type=self['device_type'], encryption=encryption);FAILURE;FAILURE_VOLUME_ATTACHED;;NO_FAILURE;;
Test_332;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/volume/iscsi.py;LibvirtISCSIVolumeDriver;disconnect_volume+79;super(LibvirtISCSIVolumeDriver, self).disconnect_volume(connection_info, disk_dev, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_333;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/volume/iscsi.py;LibvirtISCSIVolumeDriver;disconnect_volume+73;self.connector.disconnect_volume(connection_info['data'], None);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_334;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_get_ephemeral_devices+3936;self._connect_volume(connection_info, info, instance);NO_FAILURE;;;NO_FAILURE;;
Test_335;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_connect_volume+1191;vol_driver.connect_volume(connection_info, disk_info, instance);FAILURE;FAILURE_VOLUME_ATTACHED;;NO_FAILURE;;
Test_336;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/network/neutronv2/api.py;API;_get_available_networks+363;_ensure_requested_network_ordering((lambda x: x['id']), nets, net_ids);NO_FAILURE;;;NO_FAILURE;;
Test_337;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/network/neutronv2/api.py;API;_validate_requested_network_ids+747;self._check_external_network_attach(context, nets);NO_FAILURE;;;NO_FAILURE;;
Test_338;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/api/openstack/compute/servers.py;ServersController;_get_requested_networks+422;self._validate_network_id(request.network_id, network_uuids);NO_FAILURE;;;NO_FAILURE;;
Test_339;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;spawn+2899;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, post_xml_callback=gen_confdrive, destroy_disks_on_failure=True);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_340;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;_hard_reboot+2615;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, vifs_already_plugged=True);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_341;OPENSTACK_THROW_EXCEPTION-SSH;/nova/crypto.py;None;generate_fingerprint+100;serialization.load_ssh_public_key(pub_bytes, backends.default_backend());FAILURE;; openstack keypair create ;NO_FAILURE;;
Test_342;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/compute/manager.py;ComputeManager;_try_deallocate_network+2250;self._deallocate_network(context, instance, requested_networks);NO_FAILURE;;;NO_FAILURE;;
Test_343;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/compute/manager.py;ComputeManager;_shutdown_instance+2333;self._try_deallocate_network(context, instance, requested_networks);NO_FAILURE;;;NO_FAILURE;;
